SpMax_L,J_Dz(e),nHM,F01[N-N],F04[C-N],NssssC,nCb-,C%,nCp,nO,F03[C-N],SdssC,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,nCrt,C-026,F02[C-N],nHDon,SpMax_B(m),Psi_i_A,nN,SM6_B(m),nArCOOR,nX,experimental class
3.732,2.6724,0,0,0,0,0,20,1,2,0,0,2.616,1.585,8.16,1,1.019,1.172,0,0,0,1.024,0,0,0,0,1.802,-0.247,0,0,2.488,0,0,1,3,2.938,3.167,1,6.799,0,0,RB
3.414,2.956,0,0,0,0,0,33.3,0,2,0,0,2.39,1,7.408,0,1.09,1.139,0,0,0,1.171,0,0,0,0,1.618,-0.723,0,17.611,1.707,0,0,0,0,3.218,4.5,0,7.145,0,0,RB
4.236,2.9854,0,0,0,0,0,32.1,2,2,0,-0.654,3.751,3.122,10.004,2,0.974,1.141,0,0,0,1.193,0,0,0,0,2,0,0,10.334,8.008,0,0,0,1,3.329,2.05,0,8.216,0,0,RB
4.462,3.3098,0,0,0,0,0,32.3,2,4,0,-0.287,3.997,3.524,10.224,5,0.984,1.141,0,0,0,1.173,0,0,0,0,2.088,0,0,11.373,9.6,0,0,0,2,3.384,2.22,0,8.492,0,0,RB
4,3.078,0,0,0,0,0,22.2,1,1,0,-0.333,2.306,0.811,8.318,0,1.022,1.171,0,0,0,1.113,0,0,0,0,1.732,-0.65,0,9.222,1,0,0,1,2,3.281,3.667,1,7.135,0,0,RB
4.372,3.5554,0,0,0,0,0,29.2,2,3,0,-0.233,3.138,1.922,9.494,3,1.007,1.147,0,0,0,1.136,0,0,0,0,2.031,-0.026,0,10.251,3.412,0,0,0,0,3.355,2.6,0,7.811,0,0,RB
4.382,3.2243,0,0,0,0,0,33.3,2,2,0,-0.013,3.935,3.554,10.06,4,0.973,1.138,0,0,0,1.203,0,0,0,0,2.051,0,0,11.42,9.36,0,0,0,0,3.366,1.903,0,8.397,0,0,RB
4.17,3.5122,0,0,0,0,0,33.3,0,2,0,-0.981,2.57,0.971,8.597,2,1.047,1.139,0,0,0,1.147,0,0,0,0,1.848,0.444,0,9.25,1.542,0,0,0,1,3.396,3.933,0,7.436,0,0,RB
4.346,3.4572,0,0,0,0,0,33.3,1,2,0,-0.33,3.048,1.975,9.16,4,0.998,1.139,0,0,0,1.181,0,0,0,0,2,0.046,0,10.346,3.165,0,0,0,0,3.423,2.63,0,7.73,0,0,RB
4.644,3.9848,0,0,0,0,0,36.8,1,2,0,0.048,3.09,1.837,9.467,6,1.004,1.131,0,0,0,1.223,0,0,0,0,2.084,0.048,0,10.532,2.732,0,0,0,0,3.529,2.815,0,7.958,0,0,RB
4.645,3.6462,0,0,4,0,0,23.1,0,2,4,-0.987,3.347,2.117,9.828,2,1.018,1.173,0,0,0,1.104,0,0,0,0,2.098,-0.008,0,10.217,4.049,0,0,3,7,3.432,3.097,4,8.143,0,0,RB
4.645,0.8039,0,0,0,0,0,34.1,3,12,0,-0.966,5.043,1.182,11.662,23,0.989,1.137,0,0,0,1.173,6,0,0,0,2.475,0,0,38.399,11.072,0,0,0,0,3.58,1.998,0,9.841,0,0,RB
3.902,2.7284,0,0,1,0,0,33.3,1,0,1,0,3.092,2.322,8.881,0,0.969,1.141,0,0,0,1.233,0,0,0,0,1.919,-0.022,0,0,4.086,0,0,1,0,3.24,2.1,1,7.617,0,0,RB
3,2.5124,0,0,0,0,0,33.3,1,0,0,0,2.081,0.918,6.594,0,0.998,1.152,0,0,0,1.303,0,0,0,0,1.414,0.917,0,0,1.333,0,0,1,0,3.201,3.5,1,6.984,0,0,RB
4.362,3.6459,0,0,0,0,0,33.3,1,2,1,-0.449,2.997,1.906,9.059,3,1.027,1.144,0,0,0,1.205,0,0,0,0,2,-0.089,0,10.198,2.524,0,0,1,0,3.441,3.208,1,7.868,0,0,RB
4.5,4.1188,1,0,0,0,0,32,3,3,0,0,4.808,4.3,10.919,9,0.967,1.14,0,0,0,1.211,0,0,0,0,2.121,0,0,0,10.634,0,0,0,0,3.939,1.622,0,9.326,0,0,RB
4.593,2.8754,0,0,1,0,1,42.1,1,1,2,-0.036,3.222,1.461,9.665,1,0.998,1.125,0,0,0,1.264,1,0,0,0,2.175,0.014,0,10.502,2.298,0,1,3,1,3.599,2.483,1,8.187,0,0,RB
4.499,2.8728,0,0,2,0,1,41.2,1,0,2,0,2.976,1.125,9.311,0,0.979,1.127,0,0,0,1.257,1,0,0,0,2.136,0.043,0,0,1.481,0,0,1,2,3.554,2.146,1,7.83,0,0,RB
4.596,3.2643,0,0,0,0,2,42.9,0,2,0,0,3.025,0.875,9.54,4,1.022,1.119,0,0,0,1.223,1,0,0,0,2.175,0.047,0,0,1.069,0,2,0,2,3.651,2.917,0,8.003,0,0,RB
4.517,2.898,0,0,0,0,1,42.1,1,1,0,0,3.086,1.409,9.391,2,0.987,1.12,0,0,0,1.252,1,0,0,0,2.149,-0.025,0,0,2.036,0,1,0,0,3.574,2.074,0,7.928,0,0,RB
4.607,3.1199,0,0,1,0,2,38.9,0,1,2,0,3.105,1.187,9.631,2,0.998,1.132,0,0,0,1.227,1,0,0,0,2.194,-0.025,0,0,1.544,0,2,2,2,3.643,2.315,1,8.042,0,0,RB
4.499,3.0314,0,0,0,0,1,50,0,1,0,0,3.027,1.125,9.311,2,0.998,1.104,0,0,0,1.291,1,0,0,0,2.136,0.045,0,10.006,1.481,0,0,0,0,3.592,2.583,0,7.979,0,0,RB
4.732,3.015,0,0,0,0,1,47.1,1,1,0,0.121,3.127,1.187,9.642,2,0.992,1.11,0,0,0,1.286,1,0,0,0,2.194,-0.025,0,10.645,1.659,0,0,0,0,3.652,2.481,0,8.132,0,0,RB
5.072,2.9677,0,0,0,0,2,38.1,2,4,0,-0.942,3.863,2.341,10.435,12,1.001,1.129,0,0,0,1.206,1,0,0,0,2.351,0,0,23.889,4.023,0,0,0,0,3.794,2.433,0,8.737,2,0,RB
5.075,2.9203,0,0,0,0,2,36.4,4,4,0,-0.888,4.159,2.681,10.794,14,0.986,1.132,0,0,0,1.21,1,0,0,0,2.357,0,0,25.14,5.828,0,0,0,0,3.795,2.19,0,8.941,2,0,RB
4.842,3.2871,0,0,1,0,2,41.2,0,4,2,-1.093,3.483,1.258,10.136,8,1.069,1.127,0,1,0,1.199,1,0,0,0,2.278,0.005,0,30.593,2.113,0,1,2,1,3.849,3.5,1,8.704,0,0,RB
5.021,3.5325,0,0,0,0,4,38.9,0,5,0,-1.291,3.45,1.124,10.277,10,1.072,1.127,0,0,0,1.147,1,0,0,0,2.343,0.005,0,10.313,1.623,0,3,0,4,3.834,3.611,0,8.537,0,0,RB
4.499,3.0645,0,0,2,0,1,53.8,0,0,2,0,3.047,1.125,9.311,0,0.99,1.102,0,0,0,1.337,1,0,0,0,2.136,0.046,0,0,1.481,0,0,1,0,3.636,2.521,1,8.094,0,0,RB
4.414,2.1543,0,0,1,0,0,30,0,0,2,0,2.736,0.802,9.183,0,0.97,1.149,0,0,0,1.165,1,0,0,0,2.101,-0.064,0,0,0.975,0,0,2,2,3.143,1.833,1,7.083,0,0,RB
5.099,2.2523,0,0,0,1,0,35.1,2,2,0,1.47,3.533,1.938,10.469,3,0.983,1.135,0,0,0,1.209,1,0,0,0,2.236,-0.001,0,10.55,3.879,1,0,0,1,3.429,2.283,0,8.257,0,0,RB
4.791,2.9639,0,0,0,0,2,45,0,1,0,0,3.211,1.461,9.725,3,0.987,1.114,0,0,0,1.29,1,0,0,0,2.231,0.014,0,0,1.917,0,1,0,1,3.661,2.383,0,8.14,0,0,RB
4.842,2.4571,0,0,0,0,2,54.5,0,0,0,0,3.414,0,9.955,0,0.974,1.094,0,0,0,1.336,2,0,0,0,2.278,-0.002,0,0,2.113,0,0,0,0,3.711,1.944,0,8.428,0,0,RB
4.303,2.9763,0,0,0,0,0,30,0,3,0,-0.546,2.745,0.862,9.067,2,1.075,1.146,0,0,0,1.101,1,0,0,0,2.115,0.153,0,9.799,0.956,0,0,0,0,3.464,3.111,0,7.565,0,0,RB
4.414,2.8688,0,0,0,0,0,41.7,0,1,1,-0.053,2.898,0.802,9.183,2,1.016,1.128,0,0,0,1.25,1,0,0,0,2.101,-0.082,0,10.214,0.975,0,0,2,1,3.523,2.738,1,7.808,0,0,RB
4,2.1142,0,0,0,0,0,29.4,0,0,1,0,2.585,0,8.623,0,0.972,1.151,0,0,0,1.138,1,0,0,0,2,0.112,0,0,0.667,0,0,2,1,3.033,1.667,1,6.823,0,0,RB
4.918,2.3933,0,2,6,0,0,21.7,0,2,10,0,3.482,1.116,10.266,4,1.045,1.184,0,0,0,1.136,3,0,0,0,2.376,0.001,0,20.532,1.651,0,0,4,0,3.535,2.731,6,8.314,0,0,RB
4.983,4.2631,0,0,0,0,0,23.1,2,6,0,0,3.342,1.792,10.074,8,1.044,1.16,0,0,0,1.011,0,0,0,0,2.247,-0.008,0,0,2.666,0,0,0,6,3.397,3.694,0,7.88,0,0,RB
4.383,3.2291,0,0,0,0,0,32.6,2,2,0,0.022,4.136,3.882,10.272,4,0.97,1.14,0,0,0,1.199,0,0,0,0,2.058,0,0,11.783,11.382,0,0,0,0,3.366,1.789,0,8.51,0,0,RB
3.956,2.8079,0,0,0,0,0,31.9,2,0,0,0,3.413,2.974,9.377,0,0.96,1.141,0,0,0,1.208,0,0,0,0,1.962,0.001,0,0,6.102,0,0,0,0,2.976,1.567,0,7.59,0,0,RB
3.848,2.5749,0,0,2,0,0,25,2,0,2,0,2.824,2,8.584,0,0.975,1.163,0,0,0,1.134,0,0,0,0,1.879,-0.07,0,0,3.284,0,0,2,4,2.918,2.125,2,6.954,0,0,RB
3.802,2.7308,0,0,0,0,0,22.2,2,2,0,0,2.753,1.95,8.394,0,1.01,1.166,0,0,0,1.058,0,0,0,0,1.848,0.141,0,0,2.885,0,0,2,3,2.955,2.929,1,6.944,0,0,RB
4.399,3.3815,1,0,0,0,0,32.6,2,4,0,-0.214,4.632,4.491,10.776,8,0.974,1.138,0,0,0,1.206,0,0,0,0,2.08,0,0,23.914,17.537,0,0,0,0,3.646,1.855,0,9.204,0,0,RB
4.334,3.6944,0,0,0,0,0,33.3,1,2,0,-0.359,2.838,1.557,8.944,3,1.013,1.139,0,0,0,1.178,0,0,0,0,1.97,0.15,0,10.072,2.195,0,0,0,0,3.421,2.952,0,7.598,0,0,RB
4.347,3.1896,0,0,0,0,0,33.3,1,2,0,-0.312,3.371,2.565,9.489,4,0.985,1.139,0,0,0,1.195,0,0,0,0,2.015,0.004,0,10.607,4.993,0,0,0,0,3.423,2.282,0,7.952,0,0,RB
4.414,3.2075,0,0,0,0,0,44.4,0,3,0,-1.157,2.954,0.917,9.459,4,1.096,1.116,0,0,0,1.183,1,0,0,0,2.199,-0.091,0,19.847,1.101,0,0,0,0,3.658,3.548,0,8.015,0,0,RB
4.17,2.9651,0,0,0,0,0,33.3,2,0,2,0,2.499,0.971,8.597,0,0.979,1.145,0,0,0,1.271,0,0,0,0,1.848,0.368,0,0,1.542,0,0,1,0,3.33,2.767,1,7.322,0,0,RB
4,3,0,0,0,0,0,50,0,0,0,0,2.72,0,8.623,0,0.971,1.104,0,0,0,1.316,1,0,0,0,2,0.13,0,0,0.667,0,0,0,0,3.452,2,0,7.573,0,0,RB
4.499,3.0778,0,0,0,0,1,43.8,0,1,0,0,2.99,1.125,9.311,2,0.991,1.117,0,0,0,1.253,1,0,0,0,2.136,0.045,0,0,1.481,0,1,0,0,3.573,2.146,0,7.878,0,0,RB
4.783,3.2726,0,0,2,0,2,38.9,0,1,2,0,3.105,1.187,9.668,2,0.998,1.132,0,0,0,1.23,1,0,0,0,2.222,-0.025,0,0,1.358,0,2,2,2,3.666,2.315,1,8.046,0,0,RB
5.31,2.3715,0,0,0,0,4,58.3,0,2,0,-0.128,3.745,0.625,10.681,8,1.008,1.087,0,0,0,1.312,6,0,0,0,2.499,0,0,24.203,1.262,0,0,0,0,3.942,2.5,0,8.901,0,0,RB
4.977,1.9452,0,0,0,0,0,32.4,1,6,0,-0.347,4.201,3.866,10.735,9,0.992,1.14,0,0,0,1.166,1,0,0,0,2.361,0,0,11.747,10.593,0,0,0,3,3.497,2.3,0,8.778,0,0,RB
4.977,1.9472,0,0,0,0,0,31.4,1,6,0,-0.338,4.127,3.706,10.694,9,0.993,1.143,0,0,0,1.153,1,0,0,0,2.361,0,0,11.724,9.639,0,0,0,3,3.497,2.321,0,8.68,0,0,RB
4.825,3.1934,3,0,0,0,3,46.7,1,0,0,0,3.642,1.185,9.902,0,1.034,1.1,0,0,0,1.359,1,0,1,0,2.263,0.014,0,0,1.476,0,2,0,0,4.054,2.483,0,9.085,0,3,NRB
4.562,1.8929,0,0,6,0,0,35.1,0,0,6,0,3.526,0,10.054,0,0.974,1.139,0,0,0,1.209,2,0,0,0,2.194,0,0,0,4.13,0,0,4,0,3.489,1.744,2,8.179,0,0,NRB
4.982,2.3934,0,0,0,0,0,42.1,0,3,0,-0.686,3.339,0.762,10.226,8,1.027,1.12,0,0,0,1.204,3,0,0,0,2.424,0.004,0,21.884,1.027,2,0,0,0,3.693,2.773,0,8.297,0,0,NRB
6.316,7.7233,0,0,0,11,0,31.6,1,2,0,-4.617,4.645,1.747,12.353,2,1.291,1.348,0,0,1,0.906,0,0,0,0,2.69,0,0,9.855,5.094,0,0,0,1,3.993,5.741,0,9.673,0,23,NRB
6.33,7.9184,0,0,0,13,0,31.8,1,2,0,-4.724,4.795,1.824,12.519,2,1.292,1.35,0,0,1,0.906,0,0,0,0,2.7,0,0,9.894,5.891,0,0,0,1,4.005,5.742,0,9.825,0,27,NRB
5.236,3.9153,6,0,0,0,6,50,0,0,0,0,4.045,0.799,10.434,0,1.133,1.076,0,0,0,1.408,1,0,1,0,2.414,0.004,0,0,0.873,0,6,0,0,4.337,2.889,0,9.676,0,6,NRB
5.522,3.7026,0,0,0,3,4,36.7,9,1,0,0,3.769,1.131,11.278,4,0.971,1.131,0,0,0,1.265,1,0,0,0,2.491,0,0,0,1.648,0,1,0,1,3.876,2.022,0,8.78,0,0,NRB
4,2.3041,0,0,0,0,0,40,0,0,0,0,3.301,0,9.314,0,0.965,1.125,0,0,0,1.274,1,0,0,0,2,0.004,0,0,1.244,0,0,0,0,3.237,1.75,0,7.887,0,0,NRB
5.511,3.4572,0,0,0,4,0,30.9,9,4,0,0,3.844,1.702,11.324,14,0.988,1.144,0,0,0,1.185,1,0,0,0,2.455,0,0,0,2.753,1,0,0,0,3.582,2.04,0,8.624,0,0,NRB
5.798,1.9414,1,0,0,0,4,53.3,0,0,0,0,4.75,0,11.103,0,0.97,1.085,0,0,0,1.455,4,0,0,0,2.562,0,0,0,1.471,0,0,0,0,10.329,1.883,0,14.016,0,0,NRB
5.451,2.8245,0,1,9,2,6,39.2,6,3,10,0,4.167,1.07,11.333,7,1,1.131,0,1,0,1.256,2,0,0,0,2.461,0,0,22.251,4.053,0,4,8,1,3.91,2.481,3,9.32,0,0,NRB
5.449,3.493,0,0,0,3,3,37.5,9,0,0,0,3.705,1.162,11.208,0,0.964,1.13,0,0,0,1.28,1,0,0,0,2.449,0,0,0,1.726,0,0,0,0,3.814,1.819,0,8.693,0,0,NRB
4.88,2.4237,2,0,0,0,4,54.5,0,0,0,0,4.426,0.673,10.289,0,0.994,1.08,0,0,0,1.425,2,1,0,0,2.316,-0.001,1,0,2.38,0,2,0,0,6.881,2.012,0,12.284,0,2,NRB
5.495,2.7485,0,0,0,4,8,38.7,12,2,0,0,4.274,1.059,11.72,8,0.975,1.127,0,0,0,1.271,2,0,0,0,2.494,0,0,0,3.879,0,2,0,2,3.895,2.059,0,9.318,0,0,NRB
5.87,2.7059,5,0,0,2,4,48.3,1,1,0,0,4.278,0.953,11.16,4,1.039,1.098,0,0,1,1.34,2,0,1,0,2.52,0,0,0,2.321,0,2,0,1,4.28,2.586,0,9.741,0,5,NRB
5.998,1.8789,6,0,0,3,0,44.4,0,1,0,0.642,4.308,0.749,11.637,3,1.054,1.103,0,0,0,1.332,15,0,1,0,2.859,0,0,0,1.117,6,0,0,0,4.405,2.355,0,9.843,0,6,NRB
5.997,2.1119,6,0,0,3,0,46.2,0,0,0,0.654,4.268,0.76,11.555,0,1.043,1.099,0,0,0,1.378,10,0,1,0,2.824,0,0,0,1.013,6,0,0,0,4.404,2.366,0,9.796,0,6,NRB
5.995,2.3808,8,0,0,3,0,41.7,0,0,0,0.394,4.378,0.752,11.528,0,1.074,1.102,0,0,0,1.373,6,0,1,0,2.805,0,0,0,1.076,4,0,0,0,4.407,2.6,0,9.952,0,8,NRB
5.494,2.7618,0,0,0,2,5,42.6,6,1,0,0,3.914,1.061,11.182,4,0.975,1.119,0,0,0,1.288,2,0,0,0,2.483,0,0,0,2.176,0,1,0,1,3.888,2.04,0,8.961,0,0,NRB
5.029,1.6864,2,0,7,0,2,38.8,0,0,6,0,4.128,0,10.839,0,0.979,1.119,0,0,0,1.308,5,0,0,0,2.418,0,0,0,3.219,0,0,7,0,4.348,1.71,2,9.423,0,0,NRB
5.292,4.3135,8,0,0,2,0,28.6,2,1,0,0,4.256,1.907,10.8,2,1.1,1.127,0,0,2,1.321,0,0,1,0,2.255,0.001,0,0,4.275,0,0,0,0,4.277,2.97,0,9.84,0,8,NRB
4.912,3.4643,3,0,0,0,3,50,0,0,0,0,3.588,0.881,9.863,0,1.052,1.09,0,0,0,1.388,1,0,1,0,2.264,-0.025,0,0,0.95,0,3,0,0,4.139,2.593,0,9.097,0,3,NRB
5.027,3.5931,4,0,0,0,4,50,0,0,0,0,3.764,0.861,10.084,0,1.079,1.085,0,0,0,1.398,1,0,1,0,2.318,0.014,0,0,0.984,0,4,0,0,4.211,2.711,0,9.329,0,4,NRB
4.935,3.5218,4,0,0,0,4,50,0,0,0,0,3.764,0.861,10.06,0,1.079,1.085,0,0,0,1.399,1,0,1,0,2.303,0.014,0,0,1.047,0,4,0,0,4.174,2.711,0,9.328,0,4,NRB
5.119,3.736,5,0,0,0,5,50,0,0,0,0,3.915,0.832,10.265,0,1.106,1.08,0,0,0,1.405,1,0,1,0,2.365,-0.008,0,0,0.952,0,5,0,0,4.27,2.808,0,9.517,0,5,NRB
5.035,2.6068,3,0,1,0,6,48,0,3,2,0,4.145,0.954,10.713,8,1.064,1.105,0,1,0,1.308,2,0,1,0,2.368,0,0,21.048,3.414,0,6,2,0,4.11,2.833,1,9.572,0,3,NRB
5.149,1.8559,0,0,0,0,3,40,0,1,0,0,3.783,0.447,10.642,4,0.974,1.125,0,0,0,1.238,3,0,0,0,2.411,0,0,0,2.814,2,1,0,1,3.767,1.825,0,8.579,0,0,NRB
4.675,2.1615,0,0,0,0,2,52,0,0,0,0,3.478,0,9.971,0,0.972,1.1,0,0,0,1.336,2,0,0,0,2.236,0.001,0,0,2.829,0,0,0,0,3.633,1.91,0,8.453,0,0,NRB
5.109,2.4912,4,0,2,0,8,44.8,0,0,4,0,4.178,0.749,10.817,0,1.028,1.113,0,0,0,1.336,2,0,1,0,2.398,0,0,0,3.174,0,6,4,4,4.124,2.488,2,9.615,0,4,NRB
5.045,2.1704,0,0,4,0,4,53.3,0,0,5,0,3.772,0,10.481,0,0.98,1.1,0,0,0,1.338,4,0,0,1,2.385,0,0,0,2.901,0,2,4,1,3.886,1.951,1,8.877,0,0,NRB
4.461,3.6265,0,0,8,0,0,25.7,0,0,0,0,3.242,2.117,9.797,0,0.975,1.161,0,0,0,1.182,0,0,0,0,2.084,-0.007,0,0,3.798,0,0,4,0,3.216,1.833,3,7.767,0,0,NRB
4,2.7345,0,1,0,0,0,16.7,0,0,0,0,2.197,0.811,8.318,0,0.988,1.187,1,0,0,1.104,0,0,0,0,1.732,-0.572,0,0,1,0,0,2,2,3.02,2.5,2,6.636,0,0,NRB
5.382,4.8614,1,0,0,1,0,20,2,4,0,0,3.855,1.352,10.182,6,1.086,1.162,0,0,0,1.154,0,1,0,0,2.264,0.051,0,19.844,1.459,0,0,2,2,6.88,3.889,1,11.599,0,1,NRB
3,2.0093,0,0,0,0,0,22.2,0,1,0,0,1.926,0.918,6.594,0,0.998,1.162,0,0,0,1.102,0,0,0,0,1.414,0.861,0,0,1.333,0,0,0,0,2.731,2.5,0,6.033,0,0,NRB
4.414,3.4168,0,0,0,0,0,28.6,4,1,0,0,2.72,1.379,9.222,0,0.977,1.148,0,0,0,1.18,0,0,0,0,2,0.124,0,0,2.133,0,0,0,0,3.189,2.024,0,7.198,0,0,NRB
3.879,3.1116,0,0,0,0,0,26.1,0,3,0,0,2.995,2.281,8.743,0,1.007,1.154,0,0,0,1.107,0,0,0,0,1.902,0.047,0,0,3.685,0,0,0,0,3.047,2.278,0,7.323,0,0,NRB
3.414,2.1658,2,0,0,0,0,20,0,0,0,0,2.78,1,7.408,0,0.98,1.109,0,0,0,1.396,0,0,0,0,1.618,-0.501,0,0,1.707,0,0,0,0,4.066,1.917,0,8.467,0,0,NRB
4.732,3.0634,0,0,0,0,0,28.6,4,4,0,0,3.327,0.827,10.09,8,1.014,1.149,0,0,0,1.118,1,0,0,0,2.236,0.004,0,0,1.026,0,0,0,0,3.426,2.278,0,7.977,0,0,NRB
4.17,3.021,1,0,0,0,0,22.2,1,1,0,-0.259,4.279,0.971,8.597,0,1.029,1.14,0,0,0,1.495,0,0,0,0,1.848,0.396,0,9.583,1.542,0,0,1,2,10.692,3.257,1,14.218,0,1,NRB
5.248,4.9627,0,1,0,2,0,33.3,4,0,10,0,3.388,1.792,10.573,0,0.998,1.152,0,0,0,1.257,0,0,0,0,2.247,-0.008,0,0,3.06,0,0,10,0,3.648,2.792,4,8.44,0,0,NRB
3.414,3.4592,1,0,0,0,0,28.6,0,0,0,0,2.634,1,7.408,0,1.009,1.119,0,0,0,1.384,0,0,0,0,1.618,-0.642,0,0,1.707,0,0,0,0,3.844,2.792,1,8.128,0,0,NRB
3,1.925,0,1,0,0,0,11.1,0,0,0,0,1.922,0.918,6.594,0,0.997,1.203,1,0,0,1.033,0,0,0,0,1.414,0.852,0,0,1.333,0,0,1,3,2.684,2.833,2,5.93,0,0,NRB
4.641,2.9372,1,0,0,0,2,47.4,1,0,0,0,3.37,1.261,9.714,0,0.986,1.106,0,0,0,1.331,1,0,1,0,2.214,0.013,0,0,1.783,0,0,0,0,3.729,2.194,0,8.517,0,1,NRB
5.325,3.1334,4,0,0,0,6,53.3,0,3,0,-1.749,4.054,0.789,10.761,8,1.136,1.082,0,0,0,1.322,3,0,1,0,2.534,0,0,22.449,1.13,0,4,0,0,4.276,3.152,0,9.574,2,4,NRB
4.783,3.1253,2,0,0,0,2,46.7,1,0,0,0,3.439,1.187,9.668,0,1.012,1.103,0,0,0,1.346,1,0,1,0,2.222,-0.025,0,0,1.358,0,1,0,0,3.927,2.34,0,8.78,0,2,NRB
4.912,3.2934,0,0,1,0,3,40,2,0,4,0,3.087,0.881,9.863,0,0.976,1.129,0,0,0,1.285,1,0,0,0,2.264,-0.024,0,0,0.95,0,1,2,2,3.72,2.111,1,8.103,0,0,NRB
4.732,3.2417,0,0,2,0,2,37.5,0,0,4,0,2.997,0.875,9.579,0,0.991,1.14,0,0,0,1.25,1,0,0,0,2.194,0.045,0,0,0.854,0,2,4,4,3.655,2.417,2,7.973,0,0,NRB
4.596,3.1276,0,0,2,0,2,41.2,1,0,2,0,2.984,0.875,9.54,0,0.979,1.127,0,0,0,1.291,1,0,0,0,2.175,0.043,0,0,1.069,0,1,2,2,3.632,2.167,1,7.954,0,0,NRB
4.562,3.1562,1,0,1,0,2,42.9,0,0,2,0,3.202,0.875,9.54,0,1.005,1.121,0,0,0,1.308,1,0,1,0,2.17,0.045,0,0,1.14,0,2,2,2,3.87,2.431,1,8.463,0,1,NRB
5.029,3.5846,0,0,2,0,3,40,2,2,3,0,3.356,1.16,10.122,4,1.015,1.129,0,1,0,1.26,1,0,0,0,2.318,-0.008,0,20.759,1.572,0,1,2,0,3.882,2.818,1,8.586,0,0,NRB
4.782,3.1979,1,0,1,0,2,41.2,1,2,2,0,3.507,1.273,9.947,4,1.043,1.124,0,1,0,1.26,1,0,1,0,2.251,-0.008,0,20.346,1.951,0,1,2,0,3.848,2.995,1,8.81,0,1,NRB
5.004,3.5241,3,1,3,0,4,37.5,0,0,4,0,3.71,1.16,10.116,0,1.052,1.13,1,0,0,1.319,1,0,1,0,2.327,-0.008,0,0,1.268,0,4,3,3,4.102,2.682,2,9.166,0,3,NRB
5.318,3.1083,0,0,0,1,2,40,3,1,0,0,3.272,1.16,10.388,2,0.981,1.125,0,0,0,1.263,1,0,0,0,2.318,-0.007,0,0,1.782,0,1,0,1,3.702,2.235,0,8.244,0,0,NRB
4.807,3.2498,0,0,0,0,3,42.1,2,1,0,0,3.1,0.881,9.833,3,0.987,1.12,0,0,0,1.275,1,0,0,0,2.246,-0.024,0,0,1.06,0,1,0,1,3.711,2.333,0,8.114,0,0,NRB
4.642,3.1871,0,0,1,0,2,38.9,0,1,2,0,3.105,1.187,9.631,2,0.998,1.132,0,0,0,1.231,1,0,0,0,2.2,-0.025,0,0,1.487,0,2,2,2,3.648,2.315,1,8.042,0,0,NRB
4.965,3.6579,1,0,1,0,3,40,0,3,2,0,3.528,1.16,10.099,6,1.078,1.127,0,1,0,1.237,1,0,1,0,2.305,-0.008,0,20.322,1.553,0,3,2,1,3.972,3.374,1,8.899,0,1,NRB
5.365,3.1068,0,0,0,1,1,39.1,2,2,0,0,3.287,1.455,10.315,5,0.998,1.127,0,0,0,1.217,1,0,0,0,2.315,-0.008,0,0,1.897,0,0,0,1,3.657,2.402,0,8.196,0,0,NRB
4.783,3.2813,1,0,2,0,2,53.8,0,0,2,0,3.333,1.187,9.668,0,1.015,1.098,0,0,0,1.363,1,0,1,0,2.222,-0.026,0,0,1.358,0,1,1,0,3.925,2.66,1,8.631,0,1,NRB
4,2.2857,0,0,0,0,0,40,0,0,0,0,2.914,0,8.908,0,0.965,1.125,0,0,0,1.295,1,0,0,0,2,0.039,0,0,0.854,0,0,0,0,3.233,1.75,0,7.482,0,0,NRB
4.679,2.2806,0,0,4,0,0,28.6,2,0,4,0,3.084,1.261,9.715,0,0.974,1.154,0,0,0,1.159,1,0,0,0,2.222,0.012,0,0,1.695,2,0,2,4,3.245,1.967,2,7.476,0,0,NRB
4.825,2.4725,0,0,0,0,0,33.3,0,2,0,0,3.15,1.185,9.902,4,0.993,1.139,0,0,0,1.177,1,0,0,0,2.263,0.013,0,0,1.476,1,0,0,2,3.367,2.55,0,7.747,0,0,NRB
5.509,2.1816,3,0,0,0,2,48,0,0,0,0,3.897,0.648,10.62,0,0.989,1.084,0,0,0,1.449,2,0,1,0,2.404,0,0,0,2.451,0,2,0,0,4.592,2.15,0,9.532,0,2,NRB
5.2,3.1674,0,0,6,0,4,45.5,0,4,6,0,3.793,1.125,10.598,8,1.058,1.121,0,2,0,1.262,3,0,0,0,2.441,0,0,42.927,1.832,0,2,4,0,4.033,3.167,2,9.15,0,0,NRB
5.103,2.7331,0,0,0,0,2,55.6,0,2,0,-0.185,3.46,0.73,10.265,6,1.017,1.092,0,0,0,1.294,3,0,0,0,2.393,-0.002,0,22.384,1.026,0,0,0,0,3.843,2.722,0,8.577,0,0,NRB
4.803,1.403,0,0,6,0,4,42.2,0,2,10,-0.069,4.134,0.477,10.907,6,1.003,1.127,0,0,0,1.215,4,0,0,0,2.356,0,0,23.374,5.207,0,2,4,2,3.729,2.26,4,9.22,0,0,NRB
